learning_rate,weight_decay,lambda_l1,n_epochs,n_layers,margin,test_size,feature,avg_weight
0.001,1e-08,0.05,100,1,0.3,0.25,rs169713_n_risk_alleles,0.1826699078083038
0.001,1e-08,0.05,100,1,0.3,0.25,grade_histological_differentiation,0.1811462342739105
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Active smoker,0.174398273229599
0.001,1e-08,0.05,100,1,0.3,0.25,bmi,0.1719122231006622
0.001,1e-08,0.05,100,1,0.3,0.25,diabetes_mellitus,0.171407401561737
0.001,1e-08,0.05,100,1,0.3,0.25,performance_status,0.1705341786146164
0.001,1e-08,0.05,100,1,0.3,0.25,age_cancer_dx,0.1664960533380508
0.001,1e-08,0.05,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.1661557257175445
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Never has smoked,0.1631984561681747
0.001,1e-08,0.05,100,1,0.3,0.25,copd,0.1630894690752029
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Pancreatic,0.1622796058654785
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Colorectal,0.1603117287158966
0.001,1e-08,0.05,100,1,0.3,0.25,rs5110_n_risk_alleles,0.1599764078855514
0.001,1e-08,0.05,100,1,0.3,0.25,previous_ate,0.1593455970287323
0.001,1e-08,0.05,100,1,0.3,0.25,family_background_vte,0.1588892042636871
0.001,1e-08,0.05,100,1,0.3,0.25,venous_insufficiency,0.158114492893219
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_NSCLC,0.1573177874088287
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Gastric,0.1552994549274444
0.001,1e-08,0.05,100,1,0.3,0.25,rs6003_n_risk_alleles,0.1550574451684951
0.001,1e-08,0.05,100,1,0.3,0.25,dyslipidemia,0.1533019542694091
0.001,1e-08,0.05,100,1,0.3,0.25,rs5985_n_risk_alleles,0.1530861854553222
0.001,1e-08,0.05,100,1,0.3,0.25,tumor_surgically_removed,0.1518313735723495
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Oesophageal,0.1496545672416687
0.001,1e-08,0.05,100,1,0.3,0.25,catheter_device,0.1456615179777145
0.001,1e-08,0.05,100,1,0.3,0.25,arterial_hypertension,0.1437620967626571
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Former smoker,0.1378219574689865
0.001,1e-08,0.05,100,1,0.3,0.25,rs4524_n_risk_alleles,0.1365486681461334
0.001,1e-08,0.05,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.1348910182714462
0.001,1e-08,0.05,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.1292944699525833
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Bile duct,0.1183801889419555
0.001,1e-08,0.05,100,1,0.3,0.25,rs268_n_risk_alleles,0.1062372028827667
0.001,1e-08,0.05,100,1,0.3,0.25,renal_insufficiency,0.1060187667608261
0.001,1e-08,0.05,100,1,0.3,0.25,rs6025_n_risk_alleles,0.1020026057958602
0.001,1e-08,0.05,100,1,0.3,0.25,hormone_therapy,0.1016405597329139
0.001,1e-08,0.05,100,1,0.3,0.25,previous_vte,0.099306471645832
0.001,1e-08,0.05,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0802849531173706
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Brain,0.0627212524414062
0.001,1e-08,0.05,100,1,0.3,0.25,sex,0.207298457622528
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Colorectal,0.2053016871213913
0.001,1e-08,0.05,100,1,0.3,0.25,performance_status,0.1890293359756469
0.001,1e-08,0.05,100,1,0.3,0.25,grade_histological_differentiation,0.1867658942937851
0.001,1e-08,0.05,100,1,0.3,0.25,pTNM_stage,0.1801713705062866
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Gastric,0.1758269965648651
0.001,1e-08,0.05,100,1,0.3,0.25,rs169713_n_risk_alleles,0.172482818365097
0.001,1e-08,0.05,100,1,0.3,0.25,rs4524_n_risk_alleles,0.1635227054357528
0.001,1e-08,0.05,100,1,0.3,0.25,arterial_hypertension,0.1613737046718597
0.001,1e-08,0.05,100,1,0.3,0.25,rs6003_n_risk_alleles,0.1609473377466201
0.001,1e-08,0.05,100,1,0.3,0.25,venous_insufficiency,0.1600250452756881
0.001,1e-08,0.05,100,1,0.3,0.25,dyslipidemia,0.1589796543121338
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Former smoker,0.1574171185493469
0.001,1e-08,0.05,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.1568763256072998
0.001,1e-08,0.05,100,1,0.3,0.25,rs5110_n_risk_alleles,0.1567188948392868
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Oesophageal,0.1566116660833358
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Never has smoked,0.1560898125171661
0.001,1e-08,0.05,100,1,0.3,0.25,previous_ate,0.1545788347721099
0.001,1e-08,0.05,100,1,0.3,0.25,rs5985_n_risk_alleles,0.1534242331981659
0.001,1e-08,0.05,100,1,0.3,0.25,catheter_device,0.1504250168800354
0.001,1e-08,0.05,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.1486503034830093
0.001,1e-08,0.05,100,1,0.3,0.25,bmi,0.148199588060379
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_NSCLC,0.1460433602333068
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Active smoker,0.1460425704717636
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Bile duct,0.1446861326694488
0.001,1e-08,0.05,100,1,0.3,0.25,tumor_surgically_removed,0.1427558809518814
0.001,1e-08,0.05,100,1,0.3,0.25,copd,0.1426449120044708
0.001,1e-08,0.05,100,1,0.3,0.25,age_cancer_dx,0.1380249559879303
0.001,1e-08,0.05,100,1,0.3,0.25,family_background_vte,0.1375101953744888
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Pancreatic,0.1328818947076797
0.001,1e-08,0.05,100,1,0.3,0.25,diabetes_mellitus,0.1318021714687347
0.001,1e-08,0.05,100,1,0.3,0.25,previous_vte,0.1260047554969787
0.001,1e-08,0.05,100,1,0.3,0.25,hormone_therapy,0.1128319650888443
0.001,1e-08,0.05,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.1126557141542434
0.001,1e-08,0.05,100,1,0.3,0.25,renal_insufficiency,0.1107121556997299
0.001,1e-08,0.05,100,1,0.3,0.25,rs6025_n_risk_alleles,0.1069711968302726
0.001,1e-08,0.05,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.1016604974865913
0.001,1e-08,0.05,100,1,0.3,0.25,rs268_n_risk_alleles,0.0782709494233131
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Brain,0.0629727393388748
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Never has smoked,0.1956569850444793
0.001,1e-08,0.05,100,1,0.3,0.25,sex,0.1940959393978119
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Colorectal,0.1940371543169021
0.001,1e-08,0.05,100,1,0.3,0.25,performance_status,0.193874329328537
0.001,1e-08,0.05,100,1,0.3,0.25,pTNM_stage,0.1891821026802063
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Pancreatic,0.1821373254060745
0.001,1e-08,0.05,100,1,0.3,0.25,grade_histological_differentiation,0.1803040504455566
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Active smoker,0.1760176420211792
0.001,1e-08,0.05,100,1,0.3,0.25,diabetes_mellitus,0.1744548231363296
0.001,1e-08,0.05,100,1,0.3,0.25,bmi,0.1717730462551117
0.001,1e-08,0.05,100,1,0.3,0.25,catheter_device,0.1716708540916443
0.001,1e-08,0.05,100,1,0.3,0.25,tumor_surgically_removed,0.1713650226593017
0.001,1e-08,0.05,100,1,0.3,0.25,rs169713_n_risk_alleles,0.1706091612577438
0.001,1e-08,0.05,100,1,0.3,0.25,family_background_vte,0.1705484092235565
0.001,1e-08,0.05,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.1702287793159485
0.001,1e-08,0.05,100,1,0.3,0.25,dyslipidemia,0.1690380275249481
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Former smoker,0.1686543226242065
0.001,1e-08,0.05,100,1,0.3,0.25,rs4524_n_risk_alleles,0.1668474525213241
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_NSCLC,0.1644224971532821
0.001,1e-08,0.05,100,1,0.3,0.25,arterial_hypertension,0.1644106209278106
0.001,1e-08,0.05,100,1,0.3,0.25,previous_ate,0.1613039672374725
0.001,1e-08,0.05,100,1,0.3,0.25,age_cancer_dx,0.1510199159383773
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Bile duct,0.14854596555233
0.001,1e-08,0.05,100,1,0.3,0.25,copd,0.1482709497213363
0.001,1e-08,0.05,100,1,0.3,0.25,rs5110_n_risk_alleles,0.1472113281488418
0.001,1e-08,0.05,100,1,0.3,0.25,venous_insufficiency,0.1466172188520431
0.001,1e-08,0.05,100,1,0.3,0.25,rs5985_n_risk_alleles,0.146474689245224
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Oesophageal,0.1420280188322067
0.001,1e-08,0.05,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.139821395277977
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Gastric,0.1348690837621688
0.001,1e-08,0.05,100,1,0.3,0.25,rs6003_n_risk_alleles,0.1241278648376464
0.001,1e-08,0.05,100,1,0.3,0.25,rs6025_n_risk_alleles,0.1223353669047355
0.001,1e-08,0.05,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.1143855899572372
0.001,1e-08,0.05,100,1,0.3,0.25,rs268_n_risk_alleles,0.1098595559597015
0.001,1e-08,0.05,100,1,0.3,0.25,previous_vte,0.1025898680090904
0.001,1e-08,0.05,100,1,0.3,0.25,renal_insufficiency,0.1005955338478088
0.001,1e-08,0.05,100,1,0.3,0.25,hormone_therapy,0.0899576693773269
0.001,1e-08,0.05,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0831252261996269
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Brain,0.0660571157932281
0.001,1e-08,0.05,100,1,0.3,0.25,pTNM_stage,0.1930214762687683
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Pancreatic,0.1874112486839294
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_NSCLC,0.1809174865484237
0.001,1e-08,0.05,100,1,0.3,0.25,performance_status,0.1749753355979919
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Active smoker,0.1740235537290573
0.001,1e-08,0.05,100,1,0.3,0.25,catheter_device,0.1727203279733657
0.001,1e-08,0.05,100,1,0.3,0.25,sex,0.1697546243667602
0.001,1e-08,0.05,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.1684425175189972
0.001,1e-08,0.05,100,1,0.3,0.25,rs5985_n_risk_alleles,0.1653116941452026
0.001,1e-08,0.05,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.1649869233369827
0.001,1e-08,0.05,100,1,0.3,0.25,arterial_hypertension,0.1634139120578766
0.001,1e-08,0.05,100,1,0.3,0.25,bmi,0.1631689518690109
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Colorectal,0.1629668325185775
0.001,1e-08,0.05,100,1,0.3,0.25,diabetes_mellitus,0.1623243540525436
0.001,1e-08,0.05,100,1,0.3,0.25,family_background_vte,0.1619478315114975
0.001,1e-08,0.05,100,1,0.3,0.25,rs5110_n_risk_alleles,0.1614691019058227
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Bile duct,0.160443440079689
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Gastric,0.1562310606241226
0.001,1e-08,0.05,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.1561202257871627
0.001,1e-08,0.05,100,1,0.3,0.25,rs169713_n_risk_alleles,0.1553234457969665
0.001,1e-08,0.05,100,1,0.3,0.25,grade_histological_differentiation,0.1541481167078018
0.001,1e-08,0.05,100,1,0.3,0.25,tumor_surgically_removed,0.152965098619461
0.001,1e-08,0.05,100,1,0.3,0.25,previous_ate,0.1529000103473663
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Never has smoked,0.1499040871858596
0.001,1e-08,0.05,100,1,0.3,0.25,copd,0.1454145610332489
0.001,1e-08,0.05,100,1,0.3,0.25,age_cancer_dx,0.1449747532606125
0.001,1e-08,0.05,100,1,0.3,0.25,rs6003_n_risk_alleles,0.1433967798948288
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Former smoker,0.1433269083499908
0.001,1e-08,0.05,100,1,0.3,0.25,venous_insufficiency,0.1425705850124359
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Oesophageal,0.1404407024383545
0.001,1e-08,0.05,100,1,0.3,0.25,dyslipidemia,0.1319940984249115
0.001,1e-08,0.05,100,1,0.3,0.25,rs4524_n_risk_alleles,0.1265797019004821
0.001,1e-08,0.05,100,1,0.3,0.25,rs6025_n_risk_alleles,0.1262697726488113
0.001,1e-08,0.05,100,1,0.3,0.25,renal_insufficiency,0.1187831088900566
0.001,1e-08,0.05,100,1,0.3,0.25,rs268_n_risk_alleles,0.1148223578929901
0.001,1e-08,0.05,100,1,0.3,0.25,hormone_therapy,0.1052659898996353
0.001,1e-08,0.05,100,1,0.3,0.25,previous_vte,0.0967185497283935
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Brain,0.0780686736106872
0.001,1e-08,0.05,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0763453617691993
0.001,1e-08,0.05,100,1,0.3,0.25,performance_status,0.2136989831924438
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Colorectal,0.2079954892396927
0.001,1e-08,0.05,100,1,0.3,0.25,sex,0.2000668495893478
0.001,1e-08,0.05,100,1,0.3,0.25,grade_histological_differentiation,0.1957703679800033
0.001,1e-08,0.05,100,1,0.3,0.25,tumor_surgically_removed,0.180235743522644
0.001,1e-08,0.05,100,1,0.3,0.25,pTNM_stage,0.1794448047876358
0.001,1e-08,0.05,100,1,0.3,0.25,previous_ate,0.1750646829605102
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Active smoker,0.1707586050033569
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_NSCLC,0.1691222190856933
0.001,1e-08,0.05,100,1,0.3,0.25,bmi,0.1689000427722931
0.001,1e-08,0.05,100,1,0.3,0.25,catheter_device,0.1677209585905075
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Bile duct,0.1675409227609634
0.001,1e-08,0.05,100,1,0.3,0.25,age_cancer_dx,0.1646825969219207
0.001,1e-08,0.05,100,1,0.3,0.25,family_background_vte,0.162809669971466
0.001,1e-08,0.05,100,1,0.3,0.25,rs5985_n_risk_alleles,0.1623762398958206
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Gastric,0.1618064045906067
0.001,1e-08,0.05,100,1,0.3,0.25,diabetes_mellitus,0.1606532931327819
0.001,1e-08,0.05,100,1,0.3,0.25,copd,0.1576859354972839
0.001,1e-08,0.05,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.1573575437068939
0.001,1e-08,0.05,100,1,0.3,0.25,arterial_hypertension,0.1562167108058929
0.001,1e-08,0.05,100,1,0.3,0.25,rs5110_n_risk_alleles,0.1558809280395507
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Oesophageal,0.1519268453121185
0.001,1e-08,0.05,100,1,0.3,0.25,rs4524_n_risk_alleles,0.1510926783084869
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Pancreatic,0.1510306894779205
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Never has smoked,0.1487665027379989
0.001,1e-08,0.05,100,1,0.3,0.25,rs6003_n_risk_alleles,0.1481149792671203
0.001,1e-08,0.05,100,1,0.3,0.25,rs169713_n_risk_alleles,0.1473380327224731
0.001,1e-08,0.05,100,1,0.3,0.25,venous_insufficiency,0.1471009999513626
0.001,1e-08,0.05,100,1,0.3,0.25,rs6025_n_risk_alleles,0.1443201303482055
0.001,1e-08,0.05,100,1,0.3,0.25,dyslipidemia,0.1439534872770309
0.001,1e-08,0.05,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.142098918557167
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Former smoker,0.1416497528553009
0.001,1e-08,0.05,100,1,0.3,0.25,renal_insufficiency,0.115799680352211
0.001,1e-08,0.05,100,1,0.3,0.25,hormone_therapy,0.1045185551047325
0.001,1e-08,0.05,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0975333154201507
0.001,1e-08,0.05,100,1,0.3,0.25,previous_vte,0.0932356566190719
0.001,1e-08,0.05,100,1,0.3,0.25,rs268_n_risk_alleles,0.0922617763280868
0.001,1e-08,0.05,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0884988754987716
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Brain,0.0664488226175308
0.001,1e-08,0.05,100,1,0.3,0.25,sex,0.218044251203537
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Colorectal,0.2048773318529129
0.001,1e-08,0.05,100,1,0.3,0.25,performance_status,0.1970751583576202
0.001,1e-08,0.05,100,1,0.3,0.25,catheter_device,0.1896505951881408
0.001,1e-08,0.05,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.182424709200859
0.001,1e-08,0.05,100,1,0.3,0.25,rs5985_n_risk_alleles,0.181816428899765
0.001,1e-08,0.05,100,1,0.3,0.25,bmi,0.1809492856264114
0.001,1e-08,0.05,100,1,0.3,0.25,grade_histological_differentiation,0.1784142851829528
0.001,1e-08,0.05,100,1,0.3,0.25,pTNM_stage,0.1773753613233566
0.001,1e-08,0.05,100,1,0.3,0.25,previous_ate,0.1740086823701858
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Gastric,0.1738785803318023
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Never has smoked,0.1719235628843307
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Bile duct,0.1706517338752746
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Active smoker,0.1678555011749267
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Pancreatic,0.1655141115188598
0.001,1e-08,0.05,100,1,0.3,0.25,age_cancer_dx,0.1650830060243606
0.001,1e-08,0.05,100,1,0.3,0.25,family_background_vte,0.1643974930047989
0.001,1e-08,0.05,100,1,0.3,0.25,tumor_surgically_removed,0.1635295748710632
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Former smoker,0.1629011631011963
0.001,1e-08,0.05,100,1,0.3,0.25,venous_insufficiency,0.1574774086475372
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_NSCLC,0.1568290740251541
0.001,1e-08,0.05,100,1,0.3,0.25,rs4524_n_risk_alleles,0.1552465558052063
0.001,1e-08,0.05,100,1,0.3,0.25,rs169713_n_risk_alleles,0.1529158949851989
0.001,1e-08,0.05,100,1,0.3,0.25,rs6003_n_risk_alleles,0.152887687087059
0.001,1e-08,0.05,100,1,0.3,0.25,arterial_hypertension,0.152099072933197
0.001,1e-08,0.05,100,1,0.3,0.25,diabetes_mellitus,0.1513453722000122
0.001,1e-08,0.05,100,1,0.3,0.25,copd,0.1505392044782638
0.001,1e-08,0.05,100,1,0.3,0.25,rs5110_n_risk_alleles,0.1482599824666977
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Oesophageal,0.1479266583919525
0.001,1e-08,0.05,100,1,0.3,0.25,dyslipidemia,0.1415017992258072
0.001,1e-08,0.05,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.1375855803489685
0.001,1e-08,0.05,100,1,0.3,0.25,rs6025_n_risk_alleles,0.1360120475292205
0.001,1e-08,0.05,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.1282662898302078
0.001,1e-08,0.05,100,1,0.3,0.25,rs268_n_risk_alleles,0.1174536943435669
0.001,1e-08,0.05,100,1,0.3,0.25,renal_insufficiency,0.1129914820194244
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Brain,0.1048688814043998
0.001,1e-08,0.05,100,1,0.3,0.25,previous_vte,0.0998380035161972
0.001,1e-08,0.05,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.095071792602539
0.001,1e-08,0.05,100,1,0.3,0.25,hormone_therapy,0.0941976755857467
0.001,1e-08,0.05,100,1,0.3,0.25,grade_histological_differentiation,0.19780342280864716
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Gastric,0.19365935027599335
0.001,1e-08,0.05,100,1,0.3,0.25,venous_insufficiency,0.19091153144836426
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Colorectal,0.18936216831207275
0.001,1e-08,0.05,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.18868541717529297
0.001,1e-08,0.05,100,1,0.3,0.25,catheter_device,0.187302827835083
0.001,1e-08,0.05,100,1,0.3,0.25,performance_status,0.18518440425395966
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Bile duct,0.1837959736585617
0.001,1e-08,0.05,100,1,0.3,0.25,bmi,0.17953188717365265
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Pancreatic,0.17648553848266602
0.001,1e-08,0.05,100,1,0.3,0.25,copd,0.17075115442276
0.001,1e-08,0.05,100,1,0.3,0.25,tumor_surgically_removed,0.17038826644420624
0.001,1e-08,0.05,100,1,0.3,0.25,pTNM_stage,0.16820840537548065
0.001,1e-08,0.05,100,1,0.3,0.25,arterial_hypertension,0.16735750436782837
0.001,1e-08,0.05,100,1,0.3,0.25,family_background_vte,0.1649126559495926
0.001,1e-08,0.05,100,1,0.3,0.25,diabetes_mellitus,0.16459190845489502
0.001,1e-08,0.05,100,1,0.3,0.25,rs5985_n_risk_alleles,0.16262319684028625
0.001,1e-08,0.05,100,1,0.3,0.25,previous_ate,0.16213610768318176
0.001,1e-08,0.05,100,1,0.3,0.25,sex,0.1621040403842926
0.001,1e-08,0.05,100,1,0.3,0.25,rs5110_n_risk_alleles,0.16119608283042908
0.001,1e-08,0.05,100,1,0.3,0.25,rs6003_n_risk_alleles,0.16013047099113464
0.001,1e-08,0.05,100,1,0.3,0.25,age_cancer_dx,0.15917417407035828
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_NSCLC,0.15525007247924805
0.001,1e-08,0.05,100,1,0.3,0.25,dyslipidemia,0.15135909616947174
0.001,1e-08,0.05,100,1,0.3,0.25,rs4524_n_risk_alleles,0.15125080943107605
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Active smoker,0.1497039943933487
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Never has smoked,0.14968901872634888
0.001,1e-08,0.05,100,1,0.3,0.25,rs169713_n_risk_alleles,0.14731749892234802
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Oesophageal,0.1452750265598297
0.001,1e-08,0.05,100,1,0.3,0.25,tobacco_use_Former smoker,0.1419086754322052
0.001,1e-08,0.05,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.14072224497795105
0.001,1e-08,0.05,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.1389872431755066
0.001,1e-08,0.05,100,1,0.3,0.25,rs6025_n_risk_alleles,0.1328379064798355
0.001,1e-08,0.05,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.11699067801237106
0.001,1e-08,0.05,100,1,0.3,0.25,renal_insufficiency,0.11235824227333069
0.001,1e-08,0.05,100,1,0.3,0.25,previous_vte,0.10213367640972137
0.001,1e-08,0.05,100,1,0.3,0.25,hormone_therapy,0.09356074035167694
0.001,1e-08,0.05,100,1,0.3,0.25,rs268_n_risk_alleles,0.08476827293634415
0.001,1e-08,0.05,100,1,0.3,0.25,primary_tumor_Brain,0.05693452060222626
